id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_location	cue_modality	target_location	target_modality	target_type	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade	critical_blink	critical_saccade	target_started_TF
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	1	4.70785523602	1.2794552267	left	tactile	right	visual	target	voice	815.350021934	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	2	2.623424105	1.26630949324	right	visual	left	tactile	target	voice	297.851427458	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	3	1.35051747097	1.34853846136	right	visual	left	tactile	target	voice	385.152598261	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	4	2.02095771406	1.16293450904	left	visual	left	visual	target	voice	611.122604809	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	5	1.78419682791	0.739472529083	right	tactile	left	tactile	target	voice	259.540912695	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	6	1.45779414906	0.845334537967	left	tactile	left	visual	target	voice	397.136433749	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	7	1.97571183601	1.43012896571	right	tactile	right	tactile	target	voice	423.634332954	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	8	1.23508581298	1.15161901128	left	visual	right	visual	target	voice	241.179858451	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	9	1.54656326503	1.0986590837	right	tactile	right	visual	target	voice	243.478000048	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	10	1.15633829101	0.975860867301	left	tactile	left	tactile	target	voice	253.067011363	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	11	1.32697023405	1.10455561654	right	tactile	right	tactile	target	voice	385.570786195	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	12	1.13223502203	0.641971859561	right	tactile	left	tactile	target	voice	270.854989067	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	13	1.61234545801	1.04083970946	right	tactile	right	tactile	target	voice	290.616720333	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	14	0.904415042023	0.781428214163	left	visual	right	visual	target	voice	349.552803556	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	15	0.95231675799	1.4825515848	left	tactile	right	visual	target	voice	326.87839889	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	16	0.755536603043	1.18052589923	left	visual	right	tactile	target	voice	NA	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	17	1.33395023795	0.848908432754	left	tactile	right	tactile	target	voice	202.263569925	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	18	0.933573993971	1.12364650436	right	tactile	right	tactile	target	voice	342.006664374	FALSE	FALSE	FALSE	TRUE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	19	0.678272118908	0.577554616075	left	tactile	right	tactile	target	voice	294.408343616	FALSE	FALSE	FALSE	TRUE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	20	0.615649412037	0.87646150895	right	visual	left	tactile	target	voice	484.520852799	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	21	0.528171580983	1.13144583341	right	visual	right	tactile	target	voice	267.992025358	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	22	0.410538176075	1.37546864776	left	visual	right	tactile	target	voice	395.346395904	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	23	0.435060937074	0.535640858399	left	visual	right	tactile	target	voice	249.859261326	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	24	0.426706488011	1.33652699076	right	tactile	left	visual	catch	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	25	0.562067582039	1.35263740609	right	visual	right	visual	target	voice	346.216653707	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	26	0.410613475018	1.46193918868	right	visual	left	visual	target	voice	297.193973092	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	27	0.400243627955	1.19871477398	left	visual	left	tactile	target	voice	284.347520792	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	28	2.03170491499	0.862986803946	right	visual	right	tactile	target	voice	266.602902673	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	29	0.663686424028	1.43647052784	left	visual	left	visual	target	voice	449.66885692	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	30	0.410043167998	0.715956260318	left	visual	left	tactile	target	voice	291.499422397	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	31	0.425986198941	1.20196454241	left	tactile	right	tactile	target	voice	NA	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	32	1.60597845505	1.34591648555	left	tactile	left	tactile	target	voice	207.125960267	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	33	0.400887178956	0.684363496996	left	visual	right	visual	target	voice	311.852194835	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	34	3.91099000198	1.2237595534	right	tactile	left	tactile	target	voice	252.021108288	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	35	2.00460713101	0.921823308946	left	tactile	left	tactile	target	voice	322.892914759	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	36	0.424551389995	1.04213221253	right	visual	left	tactile	catch	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	37	0.65028500394	0.621104629866	left	visual	left	visual	target	voice	376.866709907	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	38	0.398764476064	0.869352427826	right	tactile	left	visual	target	voice	372.843769961	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	39	0.403083398007	0.950819332879	left	tactile	right	visual	target	voice	311.347665847	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	349.401418308	practice	40	0.406565153971	0.681402900091	left	visual	right	tactile	target	voice	275.441802572	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	1	75.652769908	0.545579883824	left	visual	left	visual	target	voice	619.852871867	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	2	4.89147866808	1.24071148078	right	visual	left	visual	target	voice	359.455035999	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	3	288.631226487	0.534861186329	left	visual	right	tactile	target	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	4	1.76796713099	0.501539507381	right	tactile	left	visual	target	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	5	1.95111520798	0.653942427636	right	tactile	right	visual	target	voice	291.698008194	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	6	0.858351532021	0.742548244015	left	tactile	left	visual	target	voice	414.718762739	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	7	1.13941477204	0.556634904905	right	visual	right	tactile	target	voice	201.802431839	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	8	0.793969069025	0.779927690345	left	tactile	left	visual	target	voice	337.454050314	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e15	2015	08	05	14	00	m	21	r	56.6708793229	1	9	0.643431878998	1.44911014892	right	tactile	right	tactile	target	voice	446.222172817	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
