id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_location	cue_modality	target_location	target_modality	target_type	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade	critical_blink	critical_saccade	target_started_TF
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	1	2.91471332102	0.948413225282	left	visual	right	tactile	catch	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	2	6.21391248703	1.13437635479	right	visual	right	visual	target	voice	338.076789049	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	3	1.14359337604	1.23899217739	left	visual	right	tactile	target	voice	496.209906298	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	4	0.833770473953	0.903172910499	right	visual	right	tactile	target	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	5	2.00136121002	1.39946182502	left	tactile	right	tactile	target	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	6	0.937741571921	0.524114301691	right	visual	left	visual	target	voice	NA	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	7	0.397474947036	1.10017335952	right	tactile	left	visual	target	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	8	0.458743527997	1.25575737328	right	visual	left	visual	target	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	9	1.08807741897	0.502681740649	left	visual	right	visual	target	voice	269.292716985	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	10	0.403609330067	1.16363485358	left	visual	right	visual	target	voice	468.546544202	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	11	1.18533503497	1.10835951811	left	tactile	left	tactile	target	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	12	0.387753237039	0.509603171304	right	tactile	left	tactile	target	voice	NA	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	FALSE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	13	0.558197846985	1.20323787852	left	visual	left	visual	target	voice	481.642928207	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
e16	2015	08	06	09	36	f	21	r	383.004857724	practice	14	0.775259083021	0.627585761547	left	visual	left	visual	target	voice	428.903177148	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
