id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_location	cue_modality	target_location	target_modality	target_type	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade	critical_blink	critical_saccade	target_started_TF
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	1	3.51736514299	1.23818244105	right	visual	left	visual	target	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	2	9.53415395701	1.38441013653	right	visual	right	visual	target	voice	557.227738143	FALSE	FALSE	FALSE	TRUE	TRUE	0	FALSE	TRUE	TRUE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	3	12.941286011	1.33824420244	right	tactile	left	tactile	target	voice	765.966542211	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	4	2.68321820002	1.13195114051	right	visual	right	tactile	target	voice	488.411366183	FALSE	FALSE	FALSE	TRUE	TRUE	0	TRUE	TRUE	TRUE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	5	1.62939371201	1.30794937611	left	tactile	left	visual	target	voice	375.418707525	FALSE	FALSE	FALSE	TRUE	TRUE	0	FALSE	FALSE	TRUE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	6	69.916853799	1.41595579055	right	visual	left	visual	target	voice	NA	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	7	108.577853099	1.12645390273	right	visual	left	tactile	target	voice	705.06194295	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	8	64.102839995	0.84396007939	left	tactile	left	tactile	target	voice	470.258497255	FALSE	FALSE	FALSE	TRUE	TRUE	0	TRUE	TRUE	TRUE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	9	3.279858578	1.46915509818	left	tactile	right	tactile	target	voice	332.092017488	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
e11	2015	07	30	13	38	f	21	r	278.784665226	practice	10	12.863718407	0.570518511983	right	visual	right	visual	target	voice	472.424496664	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
